ID,item_cnt_month
0,0.92142576
1,0.32206357
2,1.0242168
3,0.27419525
4,0.32206357
5,0.071974404
6,1.0566062
7,0.0
8,0.92572427
9,0.32206357
10,1.5778154
11,0.38229734
12,0.17631769
13,0.46137822
14,0.98789275
15,1.1223437
16,0.32206357
17,0.3137695
18,1.350206
19,0.44396064
20,1.1686689
21,0.32206357
22,1.0169055
23,1.1715392
24,1.5089018
25,0.32206357
26,0.32206357
27,1.241244
28,0.37946957
29,1.8211515
30,1.0299681
31,0.32206357
32,0.6575086
33,0.84089094
34,0.11529773
35,0.31741628
36,0.23636565
37,0.8890732
38,0.34170893
39,0.28147498
40,0.63820463
41,1.3812288
42,2.0287685
43,2.13873
44,0.6183348
45,0.32206357
46,0.83805203
47,0.20531014
48,0.66748023
49,0.76881754
50,2.802768
51,0.38229734
52,0.17746806
53,0.17453644
54,6.055841
55,3.6722586
56,3.8205218
57,3.1670694
58,4.963094
59,7.241834
60,2.7072928
61,0.28882834
62,0.63920546
63,0.2724484
64,0.32206357
65,0.32206357
66,0.90530473
67,0.22659126
68,0.6183348
69,0.23051435
70,0.32206357
71,0.32206357
72,0.05361014
73,1.8999014
74,0.32206357
75,0.32206357
76,0.31229708
77,0.32206357
78,0.33142647
79,1.2558097
80,2.1675906
81,5.3109574
82,1.9123138
83,0.3933974
84,1.379651
85,1.0548729
86,0.6234665
87,0.29724312
88,3.2631602
89,0.17144144
90,0.6615992
91,0.32206357
92,3.0465806
93,0.27419525
94,0.57226735
95,0.31027973
96,0.22659126
97,0.67960036
98,0.5822643
99,1.7603642
100,1.5686129
101,0.32206357
102,0.30300614
103,0.32206357
104,0.25737274
105,0.32206357
106,0.32206357
107,0.0
108,0.08788867
109,0.32206357
110,0.37301105
111,0.32206357
112,0.32206357
113,0.32206357
114,0.0
115,0.31322873
116,0.32206357
117,0.24752593
118,4.6099725
119,0.2350122
120,0.41292623
121,0.20628148
122,0.41948107
123,0.38577712
124,1.4368006
125,0.86955065
126,0.32206357
127,0.3347555
128,0.32206357
129,0.38466042
130,0.32206357
131,0.32206357
132,0.32206357
133,0.32206357
134,0.18419394
135,0.32206357
136,0.38229734
137,0.32206357
138,0.92648906
139,0.32206357
140,0.4578997
141,0.4043829
142,0.18565422
143,0.38229734
144,0.32206357
145,0.32206357
146,0.32206357
147,0.2461395
148,0.32206357
149,0.32206357
150,0.2920336
151,0.32206357
152,0.32206357
153,0.42632127
154,0.32206357
155,0.21838692
156,0.5100476
157,0.262123
158,0.26111904
159,0.31759205
160,0.32206357
161,0.38229734
162,0.32206357
163,0.59427726
164,0.9777521
165,0.36993074
166,0.48626772
167,0.30826843
168,0.32206357
169,0.3873902
170,0.38229734
171,0.8347302
172,0.30652708
173,2.0277371
174,2.531642
175,3.2103348
176,1.6247442
177,0.32206357
178,0.34850708
179,0.24576512
180,0.32206357
181,0.36529222
182,0.32206357
183,0.4266317
184,0.26407668
185,0.32206357
186,0.1902678
187,0.17904666
188,0.32206357
189,0.32206357
190,0.32206357
191,1.0219909
192,0.63820463
193,0.42236522
194,0.262123
195,0.3123516
196,0.32206357
197,3.3540962
198,0.7515329
199,0.32206357
200,0.32206357
201,0.32206357
202,0.3448097
203,0.5317512
204,0.2977291
205,0.32206357
206,0.32206357
207,0.3010983
208,0.3356133
209,0.6563753
210,0.49194872
211,0.16471496
212,0.31547937
213,0.32206357
214,0.28948924
215,0.2681849
216,0.068748906
217,0.0
218,2.5093167
219,0.75565475
220,0.01987977
221,0.32206357
222,0.32206357
223,0.8932884
224,1.5472118
225,0.6804862
226,0.1596615
227,0.32206357
228,0.4043829
229,0.32206357
230,0.32206357
231,0.044376023
232,0.32206357
233,0.14330748
234,0.32206357
235,0.21358812
236,0.18238047
237,0.3271378
238,0.32206357
239,0.9942625
240,0.3600467
241,0.3296065
242,0.32206357
243,0.32206357
244,0.32206357
245,0.14353517
246,0.5971697
247,0.5461065
248,0.73370355
249,0.30062494
250,0.27419525
251,0.2336072
252,0.6875658
253,1.7445444
254,0.4011945
255,0.32206357
256,0.32206357
257,0.45769
258,0.77188045
259,0.30280712
260,0.32463273
261,0.31709975
262,0.50465083
263,0.32206357
264,0.14111453
265,0.57924277
266,0.32206357
267,0.38229734
268,0.31741628
269,0.34678304
270,1.7425871
271,0.3262237
272,0.39848366
273,0.32206357
274,8.756391
275,0.32206357
276,0.32206357
277,1.8999964
278,0.29481503
279,0.47889683
280,0.46594724
281,0.39569786
282,0.11528246
283,0.52297324
284,0.46594724
285,0.44406545
286,0.32206357
287,0.8373892
288,0.27380756
289,0.32206357
290,0.32206357
291,0.31676793
292,0.56892663
293,0.035915036
294,0.38229734
295,1.486198
296,0.48170844
297,0.0
298,0.32206357
299,0.32206357
300,0.33186772
301,0.99747133
302,0.73012805
303,0.55466837
304,0.262123
305,0.3010983
306,0.3715836
307,0.2996712
308,0.28685316
309,0.32206357
310,0.32206357
311,0.50834733
312,0.39600286
313,0.47889683
314,0.32206357
315,0.32206357
316,0.27785146
317,0.32206357
318,0.20743269
319,0.35670453
320,0.32206357
321,0.2422575
322,1.144321
323,0.31478092
324,0.6987991
325,0.62094337
326,0.1934124
327,0.32206357
328,0.32206357
329,0.3216148
330,0.32206357
331,0.32206357
332,0.2142548
333,0.40670195
334,0.63820463
335,0.7834205
336,0.16690752
337,0.6851874
338,0.13580427
339,0.6058852
340,0.1747384
341,0.28583652
342,0.32206357
343,1.3628224
344,0.27398032
345,0.22717571
346,2.9217446
347,2.3257036
348,0.534023
349,0.38885263
350,0.32206357
351,0.86608213
352,0.32206357
353,0.20796794
354,0.32206357
355,0.32206357
356,0.32206357
357,0.38229734
358,0.5312993
359,0.32206357
360,0.27419525
361,2.557251
362,0.32206357
363,0.63820463
364,0.032873366
365,0.44406545
366,0.32206357
367,0.32206357
368,0.32206357
369,0.25149482
370,0.32206357
371,0.32206357
372,0.32206357
373,0.32206357
374,2.579536
375,2.5343134
376,1.0584011
377,0.44406545
378,0.15680659
379,0.32206357
380,0.63820463
381,0.44406545
382,0.38229734
383,0.32206357
384,2.1236665
385,0.12506193
386,0.34170893
387,0.32206357
388,0.14545888
389,0.2077145
390,0.32206357
391,0.31228718
392,0.49081904
393,0.9036374
394,0.32206357
395,0.32206357
396,1.7991176
397,0.97438926
398,0.32206357
399,0.26831305
400,0.32206357
401,0.49898034
402,2.003815
403,1.8797958
404,0.25191477
405,0.22474301
406,0.31430215
407,0.25786358
408,0.1904901
409,0.32206357
410,0.32206357
411,0.3496769
412,0.58254623
413,0.39350373
414,0.32206357
415,2.8386855
416,0.32206357
417,0.32206357
418,0.32206357
419,0.32206357
420,0.34237486
421,0.32206357
422,0.32206357
423,0.0
424,0.24101311
425,0.2526776
426,0.32206357
427,0.32206357
428,1.0077305
429,0.91635346
430,0.8719237
431,0.7590232
432,0.2058906
433,0.32206357
434,0.39482024
435,0.7990276
436,0.20135844
437,0.6081009
438,0.8631277
439,0.16642424
440,0.14530551
441,0.7183073
442,0.38229734
443,0.5225262
444,0.24101311
445,0.4492205
446,0.11084478
447,0.12577307
448,0.32206357
449,0.5886989
450,0.32206357
451,0.30839062
452,0.246984
453,0.30599838
454,0.2186938
455,0.31177738
456,0.5952988
457,0.32206357
458,1.4270645
459,0.79182875
460,20.0
461,1.8749616
462,0.32206357
463,0.31906882
464,0.804844
465,0.32206357
466,0.32206357
467,0.32206357
468,0.32206357
469,0.4266258
470,0.32206357
471,0.75911856
472,0.27419525
473,0.32206357
474,0.32206357
475,0.32206357
476,0.32206357
477,0.21779588
478,0.3582223
479,0.32206357
480,0.32206357
481,0.32206357
482,0.14554074
483,0.32206357
484,0.69118583
485,0.36315727
486,0.66047084
487,0.29445773
488,0.32206357
489,0.71164685
490,0.3880761
491,0.32206357
492,0.41740853
493,0.32206357
494,0.35531485
495,0.07244274
496,0.31228718
497,0.32206357
498,0.32206357
499,0.32206357
500,0.32206357
501,0.41319293
502,0.21548232
503,0.32206357
504,2.2140746
505,1.1914805
506,0.95182323
507,0.40436614
508,1.6041447
509,0.5366483
510,0.20260069
511,0.44970948
512,0.3696476
513,0.32206357
514,0.2058906
515,0.32206357
516,0.38229734
517,0.81169057
518,1.179511
519,0.5532876
520,1.1019275
521,0.77680254
522,0.69392765
523,1.8405832
524,0.27419525
525,0.93164295
526,0.37066144
527,0.21085778
528,0.262123
529,0.14096197
530,0.32206357
531,0.7924108
532,0.23976514
533,0.2744178
534,0.32206357
535,0.2417736
536,0.32206357
537,0.29929814
538,1.2703292
539,0.4539804
540,1.224186
541,0.32206357
542,0.09553766
543,0.2567471
544,0.22659126
545,0.32206357
546,0.38359693
547,0.30552825
548,0.24576512
549,0.24602106
550,0.32206357
551,0.71899736
552,0.25363246
553,0.18478066
554,0.31709975
555,0.63820463
556,0.23410216
557,0.46594724
558,0.32206357
559,0.20683011
560,0.19036686
561,1.6221808
562,0.088766344
563,0.32206357
564,0.32206357
565,0.37867618
566,0.25322998
567,0.32206357
568,0.3567889
569,0.2065534
570,0.32206357
571,0.32206357
572,0.38229734
573,0.2816651
574,0.32206357
575,0.32206357
576,0.37102872
577,0.32206357
578,0.32206357
579,0.31260058
580,0.32206357
581,0.32206357
582,0.32206357
583,0.32206357
584,0.48029786
585,0.30123755
586,0.32206357
587,0.890709
588,1.8979719
589,0.16858506
590,0.60796916
591,0.7404087
592,1.3432677
593,0.1600672
594,0.33240747
595,0.36569914
596,0.20912176
597,0.32206357
598,0.32799825
599,0.32206357
600,0.11744296
601,0.38351566
602,0.32206357
603,0.31741628
604,0.3723618
605,0.3688715
606,0.29803383
607,0.32206357
608,0.36389938
609,0.631485
610,0.6413146
611,0.6587763
612,0.32206357
613,0.32206357
614,0.32206357
615,1.3902069
616,0.32206357
617,0.0
618,0.38229734
619,0.31228718
620,0.8367512
621,0.32206357
622,0.32206357
623,0.78809243
624,0.32206357
625,0.32206357
626,0.38229734
627,0.32206357
628,0.32157606
629,0.27419525
630,0.29324836
631,0.32206357
632,0.27419525
633,0.32206357
634,0.30078784
635,1.2897633
636,0.32206357
637,0.2668793
638,0.044985734
639,0.29863292
640,0.090338044
641,0.93682164
642,0.13580427
643,0.32206357
644,0.20743269
645,0.32206357
646,0.38229734
647,0.31228718
648,0.32206357
649,0.27419525
650,0.28399926
651,0.23443866
652,0.32206357
653,0.18111795
654,0.7589685
655,0.32206357
656,0.87087375
657,0.32206357
658,0.32206357
659,0.29050702
660,0.8597584
661,0.50076294
662,0.32206357
663,1.5892909
664,0.12677172
665,0.3570956
666,0.25530154
667,0.32206357
668,0.32206357
669,0.27419525
670,0.17998096
671,0.0277454
672,0.21185863
673,0.87681735
674,0.32206357
675,0.32206357
676,1.1360316
677,1.0123907
678,0.38229734
679,1.6865587
680,0.32206357
681,0.29316506
682,0.7338494
683,0.32206357
684,0.32206357
685,0.32206357
686,0.63820463
687,0.32206357
688,0.9423108
689,0.32206357
690,0.32206357
691,0.1456978
692,0.05214425
693,0.15011832
694,0.32206357
695,0.7546572
696,0.32206357
697,0.32206357
698,0.32206357
699,0.32206357
700,0.32206357
701,0.32206357
702,1.0566062
703,1.0566062
704,0.32206357
705,0.32206357
706,0.31601718
707,0.32206357
708,0.15629694
709,2.3746498
710,0.28244662
711,0.6191951
712,0.32206357
713,1.0497236
714,0.38229734
715,0.32206357
716,0.46594724
717,0.34170893
718,0.32206357
719,0.32206357
720,0.32206357
721,0.42632127
722,0.3139083
723,1.37636
724,0.22622299
725,0.38229734
726,1.048765
727,0.32206357
728,0.32206357
729,1.0566062
730,0.25318113
731,0.22852206
732,1.6192465
733,0.32206357
734,0.32206357
735,0.38229734
736,0.32206357
737,0.6183348
738,0.38229734
739,0.19952261
740,0.38229734
741,0.31054395
742,0.32206357
743,0.32206357
744,1.4749671
745,0.38229734
746,0.63820463
747,1.0566062
748,1.0839909
749,0.32206357
750,0.07379705
751,0.16538972
752,0.6191951
753,0.42984417
754,1.9906286
755,0.46594724
756,0.32206357
757,0.2237969
758,0.3010983
759,0.43586794
760,1.0502354
761,0.40979585
762,0.32993558
763,0.32206357
764,0.6191951
765,0.31228718
766,0.38229734
767,0.48396385
768,0.7095178
769,0.33112884
770,0.32206357
771,0.32206357
772,0.38229734
773,0.32206357
774,0.32206357
775,0.32206357
776,0.32206357
777,0.32206357
778,0.32206357
779,0.32206357
780,0.32206357
781,0.32206357
782,0.42632127
783,0.32206357
784,0.32206357
785,0.32206357
786,1.0566062
787,0.38229734
788,0.32206357
789,0.32206357
790,0.32206357
791,0.32206357
792,0.32206357
793,0.32206357
794,0.32206357
795,0.32206357
796,0.32206357
797,0.32206357
798,0.32206357
799,0.8932884
800,0.32206357
801,0.39569786
802,0.32206357
803,0.32206357
804,0.2852139
805,0.32206357
806,0.20289993
807,0.60796916
808,0.0
809,0.32206357
810,0.0
811,0.35220423
812,0.24101311
813,0.31228718
814,0.17670432
815,0.8921114
816,0.8836697
817,0.32206357
818,0.32206357
819,0.20846054
820,0.31919596
821,0.26535046
822,0.19789651
823,0.32206357
824,0.30622157
825,0.32199985
826,0.27419525
827,0.32206357
828,0.18582478
829,0.5061182
830,0.32206357
831,0.4043829
832,0.37877908
833,0.9891102
834,0.32206357
835,0.15932193
836,0.32206357
837,0.79714406
838,0.78528875
839,0.21529049
840,0.32206357
841,0.4043829
842,0.24101311
843,0.32206357
844,0.63820463
845,0.32206357
846,0.28147498
847,0.32206357
848,0.0
849,0.2523466
850,0.15540639
851,0.32206357
852,0.88390166
853,0.32206357
854,0.63820463
855,0.5934831
856,0.32206357
857,0.9238731
858,0.32206357
859,0.44406545
860,0.3547587
861,0.32206357
862,0.38229734
863,0.32206357
864,0.29291645
865,0.68939173
866,0.3063217
867,0.24576512
868,0.14430659
869,0.27835533
870,0.88040537
871,0.46594724
872,0.16788676
873,0.64490247
874,1.0640804
875,0.80826825
876,0.34325415
877,0.3010983
878,0.40025812
879,0.38229734
880,0.0
881,0.32206357
882,1.6522286
883,0.32206357
884,0.95215124
885,0.9646178
886,0.3420141
887,0.72047806
888,0.24275199
889,0.23134264
890,0.5112378
891,1.0075377
892,0.30269313
893,0.020859525
894,0.63820463
895,0.38229734
896,0.32206357
897,0.042913966
898,0.27256212
899,0.38229734
900,0.26195568
901,1.8476999
902,0.31228718
903,0.32206357
904,0.8932884
905,0.6183348
906,2.1730297
907,0.53254855
908,0.78740865
909,0.32206357
910,0.27797788
911,0.23679364
912,0.86487204
913,0.64345145
914,0.32206357
915,0.3296663
916,0.42618486
917,0.2870319
918,0.40540987
919,0.18630949
920,0.32206357
921,2.026485
922,0.31228718
923,0.24576512
924,0.7395492
925,0.35469186
926,0.68969876
927,0.25503388
928,0.24576512
929,0.022039352
930,0.32206357
931,0.32206357
932,0.27419525
933,0.78969836
934,0.32206357
935,0.38229734
936,0.32206357
937,1.6907879
938,0.21676758
939,0.12110681
940,0.27419525
941,0.0
942,0.32206357
943,0.7262062
944,0.30269313
945,0.32206357
946,0.30857456
947,0.31223395
948,0.32206357
949,0.23602003
950,0.38229734
951,0.32206357
952,0.26583087
953,0.32206357
954,0.44251415
955,0.32206357
956,1.8907981
957,0.33831882
958,0.7955223
959,0.32206357
960,0.32206357
961,0.0936379
962,0.8870815
963,0.27419525
964,0.27419525
965,0.32206357
966,0.16360503
967,0.32206357
968,0.24345908
969,0.2815874
970,0.32206357
971,0.2906914
972,0.11529773
973,0.13624841
974,0.31662866
975,0.29446402
976,0.22233024
977,2.7072928
978,0.5476014
979,1.6189898
980,0.78752893
981,0.5313411
982,1.4002066
983,0.3005701
984,0.32206357
985,0.6996906
986,0.4043829
987,1.2080364
988,0.34949273
989,0.32206357
990,0.32206357
991,0.49090558
992,0.5098355
993,0.32206357
994,0.28147498
995,0.15258926
996,0.32206357
997,0.16541934
998,0.35613695
999,0.25812757
1000,1.6522286
1001,0.3880761
1002,1.4270892
1003,0.32206357
1004,0.10226835
1005,0.25482494
1006,0.32206357
1007,0.24955207
1008,0.31228718
1009,0.4035241
1010,0.37962946
1011,0.24101311
1012,0.34448862
1013,1.637134
1014,0.32206357
1015,0.32206357
1016,0.32206357
1017,0.32206357
1018,0.3329653
1019,0.38229734
1020,0.32206357
1021,0.8132291
1022,0.31107834
1023,0.39762643
1024,0.3526311
1025,0.35039037
1026,0.42632127
1027,0.386458
1028,0.32206357
1029,0.3137186
1030,0.29856607
1031,0.32206357
1032,4.3201065
1033,0.32206357
1034,0.7868481
1035,0.41840023
1036,0.56027025
1037,2.4070776
1038,0.32206357
1039,0.22336736
1040,0.19073796
1041,0.32206357
1042,0.32206357
1043,0.28686708
1044,0.20721257
1045,0.38229734
1046,0.5700361
1047,0.38229734
1048,0.58887947
1049,0.32206357
1050,0.32206357
1051,0.32206357
1052,0.32206357
1053,0.32206357
1054,0.32206357
1055,0.50979906
1056,0.24532655
1057,0.32206357
1058,0.32206357
1059,0.48042166
1060,0.097637184
1061,0.32206357
1062,0.0974935
1063,0.49535975
1064,0.28507376
1065,0.3532843
1066,0.4947773
1067,0.39454305
1068,0.29515472
1069,0.32206357
1070,0.09542082
1071,0.50017565
1072,0.32206357
1073,0.38229734
1074,0.38229734
1075,0.38229734
1076,0.049450792
1077,0.32206357
1078,0.32206357
1079,0.57837856
1080,0.17327711
1081,0.32206357
1082,0.2557888
1083,0.3442145
1084,0.39216977
1085,0.022014622
1086,0.32206357
1087,0.4595468
1088,0.27419525
1089,0.53899086
1090,0.32206357
1091,0.32206357
1092,0.5413181
1093,0.49566743
1094,0.27419525
1095,0.42419842
1096,0.27419525
1097,0.31759205
1098,0.32206357
1099,0.20643231
1100,0.12114051
1101,0.38229734
1102,0.42632127
1103,0.63820463
1104,1.8883431
